,Text,id_tweet,Tweet_Date,Follower_count,cleaned_text,prediction
208,"When you read that 500 people die of #COVID19 in Poland 🇵🇱 per day it’s just a number.

If one of them is your dear grandfather, it’s so much more.

I’m angry as this could have been avoided. All these 500 people shouldn’t have died.

500 families like mine are suffering today.",1466909019990286336,2021-12-03 23:15:38,16552,read peopl die covid poland per day number one dear grandfath much angri could avoid peopl die famili like mine suffer today,0
209,"The President didn't say no shutdowns or no lockdowns.

What he said was that the plan does not include them.

Plans change as needs arise.

Jeez @AriMelber.

#COVID19 #Omicron",1466908885688754177,2021-12-03 23:15:06,327,presid say shutdown lockdown said plan includ plan chang need aris jeez covid omicron,0
210,"@RealDeniseWelch NOBODY wants to be living like this! You can’t be THAT casual about &gt;150K UK deaths and &gt;1K dying from a preventable disease EVERY WEEK?! And #LongCovid #LongCovidKids is crippling the NHS even further. It’s here, we’ve gotta deal with it to get out of it #WearAMask #COVID19",1466908870173995014,2021-12-03 23:15:03,1,nobodi want live like casual gt k uk death gt k die prevent diseas everi week longcovid longcovidkid crippl nh even gotta deal get wearamask covid,0
211,I was talking to my co-worker today about a good skin care product that I use. I said I initially bought it based on “my own research”. I almost through up in my mouth. #COVID19,1466908758945132545,2021-12-03 23:14:36,6,talk co worker today good skin care product use said initi bought base research almost mouth covid,0
212,"@lucyallan Breaking #Covid19 lockdown laws IS a crime.

Editing an email to pretend you've had a death threat lies somewhere between infantile attention seeking &amp; wasting police time.

Retweeting a far right group's doctored video is vile

Is that what you you were sent to Parliament to do?",1466908755862425606,2021-12-03 23:14:35,220,break covid lockdown law crime edit email pretend death threat lie somewher infantil attent seek amp wast polic time retweet far right group doctor video vilei sent parliament,0
213,"How's your sleep schedule looking? Try to head to bed on time tonight, if you can. 💤

#COVID19 #COVID",1466908724123947008,2021-12-03 23:14:28,349,sleep schedul look tri head bed time tonight covid covid,0
214,"In my opinion,it was a mistake for @JoeBiden to promise no lockdowns #OmicronVariant #Omicron #COVID19",1466908685284827143,2021-12-03 23:14:19,418,opinion mistak promis lockdown omicronvari omicron covid,0
215,"36 new cases in Papua New Guinea 

[0:13 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466908511124791299,2021-12-03 23:13:37,1256,new case papua new guinea gmt coronaviru coronavirusupd covid coronaviruspandem,0
216,"can't wait to see Twitter profile like this next year  :
@pfizer4life 💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉💉
#VaccineSideEffects #vaccinatieplicht #COVID19",1466908429344296963,2021-12-03 23:13:18,213,wait see twitter profil like next year vaccinesideeffect vaccinatieplicht covid,0
217,.@KirstyWark's reaction to @astaines summation of the UK response to #COVID19 was really something to behold.,1466908318333554699,2021-12-03 23:12:51,569,reaction summat uk respons covid realli someth behold,0
218,"It's #IPDwD2021 So I want to remind everyone, that #COVID19 is a very real and present threat 1in6 covid deaths is a disabled person. Don't miss use the sunflower lanyard to get out of wearing a mask if you can. Those systems are there to help us.",1466908310595121157,2021-12-03 23:12:49,259,ipdwd want remind everyon covid real present threat covid death disabl person miss use sunflow lanyard get wear mask system help us,0
219,It’s hard not to feel sorry for nightclub owners. Tough to comprehend. Costly to diversify if restrictions continue beyond January #COVID19 #Ireland #restrictions,1466908293142663173,2021-12-03 23:12:45,331,hard feel sorri nightclub owner tough comprehend costli diversifi restrict continu beyond januari covid ireland restrict,0
220,"Obesity prevalence in American kids over the last 40 years:
1980: 5%
2020: 22%

The food-healthcare industrial complex creates germaphobia, while causing and profiting from chronic diseases and weakened immune systems.

#COVID19 #Omicron",1466908061658869762,2021-12-03 23:11:50,7806,obes preval american kid last year food healthcar industri complex creat germaphobia caus profit chronic diseas weaken immun system covid omicron,0
221,#newsnight - Just what will it take to make our idiot prime minister take stronger measures against #covid19. We can all see where this is going. There is more to life than partying at Christmas.,1466908058534170625,2021-12-03 23:11:49,1447,newsnight take make idiot prime minist take stronger measur covid see go life parti christma,0
222,"A new all-time record number of #Covid19 cases in #NewHampshire 

Another north eastern state suffering in the wave that continues to grow in the #USA 
1,613 new infections detected - the first time NH has hit 1500.",1466907784629436429,2021-12-03 23:10:44,15069,new time record number covid case newhampshir anoth north eastern state suffer wave continu grow usa new infect detect first time nh hit,0
223,"@LeoVaradkar seizing the summer after last year's meaningful Christmas. Last one out, please turn off the lights. #COVID19 #restrictions",1466907689859047431,2021-12-03 23:10:21,300,seiz summer last year meaning christma last one pleas turn light covid restrict,0
224,"The Manic Street Preachers were right all along!

They were years ahead of it. 😜

#CovidVaccine 
#COVID19",1466907675300888576,2021-12-03 23:10:18,1023,manic street preacher right along year ahead covidvaccin covid,0
225,"@HillaryClinton 
Would have had the whole planet shut down, to beat #COVID19 back, when it first came out the gate!
#StillWithHer 
#TheBeat",1466907610091823110,2021-12-03 23:10:02,1720,would whole planet shut beat covid back first came gate stillwithh thebeat,0
226,"John Stossel, 'Fact-Blockers' Stossel proves that Facebook hires very biased 'fact checkers' who suppress true info that doesn't fit left wing narratives on climate alarmism, #COVID19, etc. ""They're not fact-checkers, they're fact-blockers."" What right do they have to censor.",1466907561534189570,2021-12-03 23:09:51,41,john stossel fact blocker stossel prove facebook hire bias fact checker suppress true info fit left wing narr climat alarm covid etc fact checker fact blocker right censor,0
227,We have become so pathetic...every channel is covering one topic: #COVID19 #MoveOn,1466907495247478789,2021-12-03 23:09:35,559,becom pathet everi channel cover one topic covid moveon,0
228,"A positive to the shitshow of #COVID19 and governments around the world 

Is if 🇺🇸 locks down (probably after #BuildBackBetterAct )#crypto #BTC #ETH will crash and rebound. Similar to 2020

Timing or #hodl

My 2cents that 1 or 2 people might read",1466907317862023171,2021-12-03 23:08:53,660,posit shitshow covid govern around world lock probabl buildbackbetteract crypto btc eth crash rebound similar time hodlmi cent peopl might read,0
229,"The pandemic has really shown that the 'wisdom of the crowd' really isn't that great, hasn't it?

#COVID19",1466907261222236161,2021-12-03 23:08:39,171,pandem realli shown wisdom crowd realli great covid,0
230,"@allpartycycling Can you think of anything that happened in 2020 that might have reduced traffic and encouraged cycling in that blazing summer?

#Covid19

Nice to see that traffic has been reducing steadily over the last 20 years though.",1466907238346465284,2021-12-03 23:08:34,1303,think anyth happen might reduc traffic encourag cycl blaze summer covid nice see traffic reduc steadili last year though,0
231,"112 new cases and 1 new death in Haiti 

[0:08 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466907139700666377,2021-12-03 23:08:10,1256,new case new death haiti gmt coronaviru coronavirusupd covid coronaviruspandem,0
232,"@BostonGlobe, your coverage of the disastrous state of #COVID19 #testing in #Massachusetts #publicschools is a dereliction of duty. 
#appalling #mapol @MassGovernor @MassAGO @maura_healey @RonMariano @KarenSpilka",1466907138824060929,2021-12-03 23:08:10,4988,coverag disastr state covid test massachusett publicschool derelict duti appal mapol,0
233,"The Irish always found for their rights, but ! - now we bow down too tyranny and lies !!! Where are the people I grew up with that stood for injustice ??!!! Where are the rebels ???? #Ireland #CovidVaccine #COVID19 #sheep",1466906857004580869,2021-12-03 23:07:03,0,irish alway found right bow tyranni lie peopl grew stood injustic rebel ireland covidvaccin covid sheep,0
234,@coinbase Very soon I will introduce my coin #COVID19,1466906831645814793,2021-12-03 23:06:57,3602,soon introduc coin covid,0
235,"When they say that the #flu virtually disappeared, but #Fauxvid~ has spread rampantly everywhere, with the same footprint, and both results are somehow because of useless #Masks being FORCED, and you STILL buy the FARCE, yes, you are likely INCREDIBLY stupid and naive. #COVID19",1466906816835690502,2021-12-03 23:06:53,7,say flu virtual disappear fauxvid spread rampantli everywher footprint result somehow useless mask forc still buy farc ye like incred stupid naiv covid,0
236,"Would you be worrying? I'm high risk and have been very careful. I had errands to run a few days ago.
I began sniffling Wed. Today I'm running a fever. I am vaccinated.
#COVID19",1466906475700396033,2021-12-03 23:05:32,164,would worri high risk care errand run day ago began sniffl wed today run fever vaccin covid,0
237,Keep travelling and help this virus mutate dont cry when you are on your deathbed or infected a fam member #COVID19 #FAA,1466906400769118210,2021-12-03 23:05:14,13,keep travel help viru mutat dont cri deathb infect fam member covid faa,0
238,"A few days ago I tweeted about the @TheRSC now smartly requiring masks and how @moulinmusicaluk had promised the same but never did. They annoyingly liked the tweet, then the next day Introducing masks, but too late to stop them having had to cancel performances due to #COVID19",1466906306745352195,2021-12-03 23:04:51,573,day ago tweet smartli requir mask promis never annoyingli like tweet next day introduc mask late stop cancel perform due covid,0
239,"It’s like we’re at the start of the pandemic in Ontario with a government that has learned nothing over the past two years. We’re back at over 1,000 cases a day with omicron circulating.#COVID19 #onpoli",1466906219713605634,2021-12-03 23:04:31,3610,like start pandem ontario govern learn noth past two year back case day omicron circul covid onpoli,0
240,"I've been informed, it's not racist to use the Greece alphabet for #covid19 variants...technically it's just cultural appropriation.",1466906106349899782,2021-12-03 23:04:04,16,inform racist use greec alphabet covid variant technic cultur appropri,0
241,"#COVID19 3 Dec, they’ll be no local stats tonight as my eldest daughter’s diabetes insulin pump has stopped working and we’ve been trying to sort her out, extra challenging as she’s at university!",1466905839189610510,2021-12-03 23:03:00,452,covid dec local stat tonight eldest daughter diabet insulin pump stop work tri sort extra challeng univers,0
242,"2,382 new cases and 22 new deaths in Argentina 

[0:02 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466905770658828297,2021-12-03 23:02:44,1256,new case new death argentina gmt coronaviru coronavirusupd covid coronaviruspandem,0
243,"Talking on @BBCNewsnight with @KirstyWark about #COVID19, the omicron variant, and what Britain and Ireland can learn on controlling pandemics.",1466905733606383622,2021-12-03 23:02:35,9806,talk covid omicron variant britain ireland learn control pandem,0
244,"@John_Blake_1 @tan123 In 20+ years of development, NO #mRNA “vaccine” has passed medical trials. They have high mortality in trials and were abandoned.

This INCLUDES the existing  #COVID19 💉as those trials are skipped or still not completed!
Same is true of ALL #adenovirus versions.
#Facts #science",1466905714954170368,2021-12-03 23:02:30,11,year develop mrna vaccin pass medic trial high mortal trial abandon includ exist covid trial skip still complet true adenoviru version fact scienc,0
245,"I still can't believe that in the whole 2 years of the pandemic that only one hairdresser was brave enough to open her business against restrictions meanwhile hospitality bend over and take it all repeatedly.
#covidireland #COVID19",1466905522368483329,2021-12-03 23:01:44,5,still believ whole year pandem one hairdress brave enough open busi restrict meanwhil hospit bend take repeatedli covidireland covid,0
246,"#OREGON TYRANNY: 

OR/WA Cl9 Deaths per 1M people:  1240.

*Only 6 other States with lower death rate.

OR Cl9 Cases per 1M people:  93,233 

*Only 4 other States with lower case rate.

What is the proposed permanent masking in Oregon based on? 

#DoNotComply 
#COVID19",1466905362083188737,2021-12-03 23:01:06,1673,oregon tyranni wa cl death per peopl state lower death rate cl case per peopl state lower case rate propos perman mask oregon base donotcompli covid,0
247,"Skynet is fricken real! Cyberdyne is fricken real! 

AI is the real #COVID19 

The wonderful federal government and experts of everything would call spit on a donut a Krispy Kreme if they were paid a piece of paper with a number on it! 

#FactsMatter",1466905310635954177,2021-12-03 23:00:54,233,skynet fricken real cyberdyn fricken real ai real covid wonder feder govern expert everyth would call spit donut krispi kreme paid piec paper number factsmatt,0
248,"If you support mandating #covid19 'vaccines', forced quarantine or 'vaccine' certification for society, you are supporting fascism. Not 'wrong pronouns', silly fascism - actual, hate filled, dangerous, fascist fascism.
#Fascist #NoVaccinePassportsAnywhere #NoMandates",1466905219577622546,2021-12-03 23:00:32,799,support mandat covid vaccin forc quarantin vaccin certif societi support fascism wrong pronoun silli fascism actual hate fill danger fascist fascism fascist novaccinepassportsanywher nomand,0
249,"How much did Facebook pay to have the bad variant skip Meta and go to Omicron?

#Omicron #Metaverse #meta #COVID19 #covidvariant",1466905211700613122,2021-12-03 23:00:30,78,much facebook pay bad variant skip meta go omicron omicron metavers meta covid covidvari,0
250,This is your daily reminder that you can contract COVID and die even if you are fully vaxxed. #COVID19,1466905146605060100,2021-12-03 23:00:15,1380,daili remind contract covid die even fulli vax covid,0
251,"Why didn't Justin Trudeau share the great news that a CHEAP drug, FLUVOXAMINE, has been found to be extremely effective against Covid19? Because he doesn't care about lives saved, he cares about the AUTHORITARIAN 'GREAT RESET' and Pfizer and Moderna. 

#Omicron #COVID19 #Canada",1466904824654401538,2021-12-03 22:58:58,0,justin trudeau share great news cheap drug fluvoxamin found extrem effect covid care live save care authoritarian great reset pfizer moderna omicron covid canada,0
252,"@nypost #Covid19, presented by #Omicron.",1466904762364923915,2021-12-03 22:58:43,41,covid present omicron,0
253,"Let's be frank. The government insists we take the this vaccine, even threatens forced vaccinations but if we experience any complications the financial, health and psychological burden is on us?  #CovidVaccine #COVID19 @PresidencyZA @Powerfm987",1466904702734549000,2021-12-03 22:58:29,844,let frank govern insist take vaccin even threaten forc vaccin experi complic financi health psycholog burden us covidvaccin covid,0
254,"@paulmasonnews Why we are so much interest in poking and medaling in third-party affairs in the name of democracy dogma?
 After #Brexit &amp; #COVID19 there is lot to be concerned about internal affairs.",1466904666898317313,2021-12-03 22:58:21,374,much interest poke medal third parti affair name democraci dogma brexit amp covid lot concern intern affair,0
255,and I stand in solidarity with the global community in fight against the #COVID19 pandemic and entailing economic challenges. We've been working together by testing virus samples from Finland. We’ll continue to cooperate to combat the economic impact of the outbreak.,1466904602079817728,2021-12-03 22:58:05,1,stand solidar global commun fight covid pandem entail econom challeng work togeth test viru sampl finland continu cooper combat econom impact outbreak,0
256,"@BeeFaerie @melulater Because actually -  in contrast to many loud critics - the government cares quite a lot about medical privacy and worries about division.
#COVID19
#nzpol",1466904550632091649,2021-12-03 22:57:53,1182,actual contrast mani loud critic govern care quit lot medic privaci worri divis covid nzpol,0
257,@gavreilly @VirginMediaNews headless chickens knee jerk reactions and totally counter productive coalition government have just committed political suicide @fiannafailparty @FineGael @greenparty_ie #COVID19,1466904527903379458,2021-12-03 22:57:47,854,headless chicken knee jerk reaction total counter product coalit govern commit polit suicid covid,0
258,"2,299 new cases and 42 new deaths in Colombia 

[23:57 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466904400862007298,2021-12-03 22:57:17,1256,new case new death colombia gmt coronaviru coronavirusupd covid coronaviruspandem,0
259,"1/4: Our team has identified 2+ #COVID19 cases linked within:
📍St. Pius X C.S
📍Our Lady of Sorrow CS
📍Blessed Pier Giorgio Frassati CS
This means that we've declared an outbreak in these setting.",1466904222864232451,2021-12-03 22:56:35,93715,team identifi covid case link within st piu x c ladi sorrow cs bless pier giorgio frassati csthi mean declar outbreak set,0
260,My weekly reminder #swinggate #davy16 #golfgate #LeoTheLeak #covid19 #woulfe #reid #childrenshospital #robertwatt #beacon #nmh #vulturefunds #REIT #moriartytribunal #irishwater #merrion50 #Zapponyism #HowIrelandWorks #brianleddin #DataCentres #blackouts #ag #notallinthistogether,1466904173295849476,2021-12-03 22:56:23,552,weekli remind swinggat davi golfgat leotheleak covid woulf reid childrenshospit robertwatt beacon nmh vulturefund reit moriartytribun irishwat merrion zappony howirelandwork brianleddin datacentr blackout ag notallinthistogeth,0
261,"Well the UK is back over 50,000 cases a day now.  Thats why I didn't rush home from Australia. #COVID19 #Australia",1466904117347897347,2021-12-03 22:56:09,1587,well uk back case day that rush home australia covid australia,0
262,"People can subscribe themselves to all manner of covid conspiracies &amp; spit their dummies out when challenged, but they can't disagree with proven fact. Which is, infection spreads via coughing, sneezing and poor personal hygiene. #COVIDIOTS #Omicron #COVID19 #covidvariant",1466904008627531781,2021-12-03 22:55:44,95,peopl subscrib manner covid conspiraci amp spit dummi challeng disagre proven fact infect spread via cough sneez poor person hygien covidiot omicron covid covidvari,0
263,Losing followers because I DON’T think Covid is fake 😂😩🤦🏻‍♀️ come on 😩😩 #covidvariant #COVID19,1466903898749288454,2021-12-03 22:55:17,5511,lose follow think covid fake come covidvari covid,0
264,Anyone who tries to enforce a mandated vaccine on me will regret it but briefly. #COVID19 #SNP #Nazis,1466903838347378689,2021-12-03 22:55:03,509,anyon tri enforc mandat vaccin regret briefli covid snp nazi,0
265,"THIS WEEK'S COVID TRENDS. As of December 2, 2021, there are 3,107 New Yorkers hospitalized with #COVID19. Our 7-day percentage positivity average was 4.85%, which is up from 3.82% last week. #NewYork",1466903698483912708,2021-12-03 22:54:30,39,week covid trend decemb new yorker hospit covid day percentag posit averag last week newyork,0
266,"#BREAKING The Cook Islands have recorded its first-ever case of #COVID19 The 10-year-old boy arrived from Auckland on a repatriation flight. It is a weak positive test, which could suggest an historic infection.  The boy had tested negative before boarding the flight,",1466903487313104896,2021-12-03 22:53:39,167,break cook island record first ever case covid year old boy arriv auckland repatri flight weak posit test could suggest histor infect boy test neg board flight,0
267,More dangerous than #COVID19 and #Omnicron #OmnicronVariant,1466903470225588226,2021-12-03 22:53:35,0,danger covid omnicron omnicronvari,0
268,#COVID19 would ACTUALLY be a thing of the past if it weren’t for the @GOP.,1466903381595807747,2021-12-03 22:53:14,1811,covid would actual thing past,0
269,"4/4: We thank residents &amp; our school communities for doing their part to keep each other safe. Please continue to:
✔Watch for #COVID19 signs &amp; symptoms
🏠Stay home if sick
↔Keep a distance &amp; wear a mask
💪Get fully vaccinated if not already",1466903243133538308,2021-12-03 22:52:41,93715,thank resid amp school commun part keep safe pleas continu watch covid sign amp symptom stay home sick keep distanc amp wear mask get fulli vaccin alreadi,0
270,The people that think covid 19 isn’t real?  What do they actually think the government/world leaders are trying to do then?  #confused #covid #CovidVaccine #covid19 #antivaxxers,1466903241841594369,2021-12-03 22:52:41,22,peopl think covid real actual think govern world leader tri confus covid covidvaccin covid antivaxx,0
271,@Saffiya_Khan1 Time for vigilance I'd say - the public should be cautious &amp; follow rules that hopefully can keep us all safe. My family back home in #SouthAfrica tell me #COVID19 cases are rising daily &amp; they are worried with such low levels of #vaccination across the country.,1466903191807799302,2021-12-03 22:52:29,229,time vigil say public cautiou amp follow rule hope keep us safe famili back home southafrica tell covid case rise daili amp worri low level vaccin across countri,0
272,Watching the #LateLateShow advertise concerts in 2022 &amp; saying to myself ye're all deluded. #COVID19 &amp; #covidvariant will probably cancel it,1466903184761364481,2021-12-03 22:52:27,20,watch latelateshow advertis concert amp say ye delud covid amp covidvari probabl cancel,0
273,"We can defeat COVID, but we will face more germs.
Every human being carries about 7 billion germs, not to mention the number of pigs, cows, chickens, cats, dogs around us in urban centers.
#COVID19 #Omicron",1466903160790962179,2021-12-03 22:52:21,16,defeat covid face germ everi human carri billion germ mention number pig cow chicken cat dog around us urban center covid omicron,0
274,"@nytimes .@nytimes Next victory for China. The International Olympic Committee kneels down to China. Games of Shame?❗️❗️
#IO #Beijing #China #China #COVID19 #Ujgurzy #sport #policy #business #money #Tybet #Olympics",1466903099965153285,2021-12-03 22:52:07,619,next victori china intern olymp committe kneel china game shame io beij china china covid ujgurzi sport polici busi money tybet olymp,0
275,"94,764 new cases and 883 new deaths in the United States 

[23:51 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466903033049231366,2021-12-03 22:51:51,1256,new case new death unit state gmt coronaviru coronavirusupd covid coronaviruspandem,0
276,"On the heels of refusing the SCC BoC’s request to consider rescinding its quarantine order in Sept. (and before state budget stipulations prompted them to), our local PHO talked with health dept. heads around the state about #COVID19-related resolutions from county boards.",1466903017685499907,2021-12-03 22:51:47,1207,heel refus scc boc request consid rescind quarantin order sept state budget stipul prompt local pho talk health dept head around state covid relat resolut counti board,0
277,"Nobody should ever have to choose between getting essential treatment for cancer, dialysis, a heart condition, or other serious health conditions, and staying safe from #COVID19. Our hospitals MUST be safe for the vulnerable patients who enter them.",1466903013965107202,2021-12-03 22:51:46,424,nobodi ever choos get essenti treatment cancer dialysi heart condit seriou health condit stay safe covid hospit must safe vulner patient enter,0
278,"Do you remember when that prof in the very beginning saying that each person spreads the flu to 1.4 people, but one person with #covid19 would spread it to 3 people, and that would put a strain on hospitals?",1466902929973993472,2021-12-03 22:51:26,913,rememb prof begin say person spread flu peopl one person covid would spread peopl would put strain hospit,0
279,@IowaGOP @KimReynoldsIA @ChuckGrassley What did @KimReynoldsIA do with IOWA #iowa #COVID19 FUNDS? CAN YOU @IowaGOP SHOW US what she did with them? 🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️🤷‍♀️,1466902923636621314,2021-12-03 22:51:25,4,iowa iowa covid fund show us,0
280,"BREAKING: Merrion Hotel have been advised of new regulations.🥱🙄😉 #COVID19 #vaccine 

Schools: Just carry on.😉",1466902872986161166,2021-12-03 22:51:13,1033,break merrion hotel advis new regul covid vaccin school carri,0
281,@GovRicketts You really need to do more to help with the huge increase in Covid19 numbers in Nebraska. Help Nebraskans to be safe! Omicron variant in Nebraska! #COVID19 #Omicron  #Vaccinate #Nebraska,1466902659143974912,2021-12-03 22:50:22,298,realli need help huge increas covid number nebraska help nebraskan safe omicron variant nebraska covid omicron vaccin nebraska,0
282,"@Bill_Esterson Q: A single lily leaf grows in a pond; if every day the number of leaves double, and after 31 days the whole pond is covered… on which day is it only half covered?

Get the answer right in 10 seconds and you understand Covid growth. #COVID19 #Omicron #OmicronVariant",1466902352917667840,2021-12-03 22:49:09,108,q singl lili leaf grow pond everi day number leav doubl day whole pond cover day half cover get answer right second understand covid growth covid omicron omicronvari,0
283,"People will give up their safety and security to feel safe and secure. 

#COVID19 #lockdown #authoritarian",1466902333066031112,2021-12-03 22:49:04,138,peopl give safeti secur feel safe secur covid lockdown authoritarian,0
284,@WHO Isn't it racist to use the Greece alphabet to name #covid19 variants?,1466902290456010753,2021-12-03 22:48:54,16,racist use greec alphabet name covid variant,0
285,"Vaccines don’t prevent transmission, masks are useless for too many reasons, people will get COVID regardless. This is the reality. Not a conspiracy theory. If anything, those that spoke out from the start were right all along. It’s the truth. A shameful, saddening truth #COVID19",1466902270411522058,2021-12-03 22:48:49,28,vaccin prevent transmiss mask useless mani reason peopl get covid regardless realiti conspiraci theori anyth spoke start right along truth shame sadden truth covid,0
286,"Oh, yeah, ""#COVID19 is over"" #COVIDIOTS crowd: over 5,000 new cases in WI just YESTERDAY--highest daily total in 2021, which includes the January surge. ICUs full.",1466902119580160004,2021-12-03 22:48:13,5774,oh yeah covid covidiot crowd new case wi yesterday highest daili total includ januari surg icu full,0
287,@MarkJam38442734 @PiersRobinson1 @WinterOakPress @michael53021960 @JamesMelville See how they did that!  They just made up a threat to a disease on the spot just like #covid19.,1466902110239440897,2021-12-03 22:48:11,5267,see made threat diseas spot like covid,0
288,"@Reuters #deplorables are filthy with #COVID19 …

… what other #STDs are they spreading?",1466902055059132423,2021-12-03 22:47:58,321,deplor filthi covid std spread,0
289,Richard Chambers and Gavin Rielly have become a couple and will not be taking anymore ????s Thank you for all the good wishes and texts #NEPHT #restrictions #COVID19,1466902006895886341,2021-12-03 22:47:46,209,richard chamber gavin rielli becom coupl take anymor thank good wish text nepht restrict covid,0
290,"@CDCgov I was fully vaxxed 7mo ago with #Moderna I spent this week N hell with #COVID19 fevers of 102.7-cough-chest killing me-congested-pounding headache-burning throat nose skin &amp; I'm told to stay home &amp; take mucinex, what do U think im taking already😒 Am I suppose 2 get a booster",1466901988160020481,2021-12-03 22:47:42,120,fulli vax mo ago moderna spent week n hell covid fever cough chest kill congest pound headach burn throat nose skin amp told stay home amp take mucinex u think im take alreadi suppos get booster,0
291,"@CroydonConst #COVID19 #coronavirus _ The box ticking NHS may allow lazy GPs to get away with murder.
It'll be like being an American without health insurance.",1466901743745355779,2021-12-03 22:46:44,58,covid coronaviru _ box tick nh may allow lazi gp get away murder like american without health insur,0
292,There is a good possibility that @Conservatives Alex @BorisJohnson likely caught his deadly dose of #COVID19 at his illegal Christmas party the timing of his hospitalisation proves guilt &amp; The timeline fit's perfectly #ToryCorruption #ToriesOut #ToryCriminals #JohnsonTheEmbezzler,1466901736329781251,2021-12-03 22:46:42,1771,good possibl alex like caught deadli dose covid illeg christma parti time hospitalis prove guilt amp timelin fit perfectli torycorrupt toriesout torycrimin johnsontheembezzl,0
293,"@chdyctt @OMGTheMess Difference diseases have different forms of transmission.

Cholera is water borne.

Malaria is spread by mosquitoes.

HIV is transferred in exchanges of body fluids.

#COVID19 is inhaled.",1466901719971889153,2021-12-03 22:46:38,1869,differ diseas differ form transmiss cholera water born malaria spread mosquito hiv transfer exchang bodi fluid covid inhal,0
294,"So, it simply isn't possible for a vaccinated 13yr old to travel to see close family in #Gernany. In Germany one vaccination is not considered sufficient and this age group not eligible for second dose on the UK. Two and a half years since she's seen her grandfather. #COVID19",1466901697691795456,2021-12-03 22:46:33,439,simpli possibl vaccin yr old travel see close famili gernani germani one vaccin consid suffici age group elig second dose uk two half year sinc seen grandfath covid,0
295,"@LeighW2020 @RougeNoirUK A big struggle in getting the mainstream media to report against the narrative is how much money they are making from advertising.  #CoViD19 is the first ""pandemic"" to require a £billion PR campaign.",1466901692734226432,2021-12-03 22:46:31,877,big struggl get mainstream media report narr much money make advertis covid first pandem requir billion pr campaign,0
296,@GovRicketts Now do something to keep your constituents safe from the surging numbers of Covid19 in Nebraska! People are dying. You need to do more Gov Pete! #COVID19  #nebraska #Vaccinate #savelives,1466901678368739329,2021-12-03 22:46:28,298,someth keep constitu safe surg number covid nebraska peopl die need gov pete covid nebraska vaccin savel,0
297,"8,308 new cases and 139 new deaths in India 

[23:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466901660584882184,2021-12-03 22:46:24,1256,new case new death india gmt coronaviru coronavirusupd covid coronaviruspandem,0
298,"so, is this #Omicron the H. P. Lovecraft #Variant of the #COVID19 virus ?",1466901640343138305,2021-12-03 22:46:19,2,omicron h p lovecraft variant covid viru,0
299,"democratic party, protecting their voters from the truth for over 100 years

#Omicron #COVID19 #CNN #msnbc #NBC #cbsnews #abcnews",1466901565558738952,2021-12-03 22:46:01,2,democrat parti protect voter truth year omicron covid cnn msnbc nbc cbsnew abcnew,0
300,"OMG !!!!

i newspaper
#PCR travel test loophole lets people re-use and share old codes, risking #COVID19  spread  !!!!",1466901483622969352,2021-12-03 22:45:42,87,omg newspap pcr travel test loophol let peopl use share old code risk covid spread,0
301,"Spoke to an employee today. He’s pissed that some of my employees are not vaccinated. He says they’re selfish. I said “so you want people to do something they aren’t comfortable doing to make you comfortable but you don’t see that as selfish?” 

Crickets. 

#COVID19",1466901483257958405,2021-12-03 22:45:41,59,spoke employe today piss employe vaccin say selfish said want peopl someth comfort make comfort see selfish cricket covid,0
302,"Chest feels like its caving in, bad ringing in ears, and can't seem to think straight. #COVID19 sucks.",1466901315829878792,2021-12-03 22:45:02,5,chest feel like cave bad ring ear seem think straight covid suck,0
303,"@IntuitiveDi @Neopseudo @blakandblack @ScottMorrisonMP @GladysB was is in it for herself Those who are in it for themselves, don’t make the unpopular decisions. Queensland certainly did something right through #COVID19 Only 1 death from locally acquired #SARSCoV2 in a pop of 5M 👏 👏 👏 Got through the worst of it 🦠 on the wane now",1466901303280369666,2021-12-03 22:44:59,593,make unpopular decis queensland certainli someth right covid death local acquir sarscov pop got worst wane,0
304,"Too all the people that say,”well we’re doing what’s best for our family” regarding how they’ve handled the pandemic…this statement means they haven’t changed a thing! #COVID19 #selfishness #USA #GetVaccinatedNow #WearADamnMask #Omicron",1466901260053925890,2021-12-03 22:44:48,783,peopl say well best famili regard handl pandem statement mean chang thing covid selfish usa getvaccinatednow wearadamnmask omicron,0
305,@SamCoatesSky Agree Restaurant’s down on booking no lockdown no support and so on this Government money for their mates but where it matters they look the other way and fail to implement proper #COVID19 mitigation’s #JohnsonMustGo #JohnsonTheCorruptPM #CORRUPTION,1466901255813484546,2021-12-03 22:44:47,81,agre restaur book lockdown support govern money mate matter look way fail implement proper covid mitig johnsonmustgo johnsonthecorruptpm corrupt,0
